Treatment	AIH	AIH	AIH	AIH	AIH	AIH	AIH	AIH	AIH	AIH	AIH	AIH	AIH	AIH	AIH	AIH	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	nonAIHhepControl	nonAIHhepControl	nonAIHhepControl	nonAIHhepControl	nonAIHhepControl	nonAIHhepControl	nonAIHhepControl	nonAIHhepControl	nonAIHhepControl	nonAIHhepControl	nonAIHhepControl	nonAIHhepControl	nonAIHhepControl	nonAIHhepControl	nonAIHhepControl	nonAIHhepControl	nonAIHhepControl	nonAIHhepControl	nonAIHhepControl	nonAIHhepControl	nonAIHhepControl	nonAIHhepControl	nonAIHhepControl
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Agrobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Xanthobacteraceae|Ancylobacter	0	0	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Paracoccus	0	0	0	1	2	0	0	0	0	1	0	0	0	1	0	0	0	1	0	4	1	0	0	18	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Sphingomonas	351	638	781	201	72	475	6	107	535	106	80	68	58	1184	1362	177	32	132	303	917	546	276	148	2250	97	12	424	1668	410	227	169	302	553	62	67	496	178	436	207	90	79	188	221	7	14	75	200	7	325	144	147	132	422	194	317	35	569	183
Bacteria|Proteobacteria|Alphaproteobacteria|unclassified|unclassified|unclassified-Alphaproteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Betaproteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Ralstonia	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	5	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae	2	0	0	0	0	0	0	0	1	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Pelomonas	6	42	46	16	13	42	0	16	8	11	0	4	2	30	18	6	0	2	10	19	13	37	4	52	7	1	8	258	12	8	11	6	77	1	2	16	10	47	5	8	0	7	3	1	4	11	19	1	13	12	15	10	50	23	25	2	16	2
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Massilia	62	26	3	0	2	15	0	0	44	15	13	7	15	55	102	4	2	16	42	70	48	1	8	155	13	3	27	28	39	42	8	26	2	4	2	40	16	10	5	22	5	25	19	1	0	9	7	0	11	6	6	1	6	3	18	4	21	19
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Oxalobacter	0	0	0	0	6	0	1	13	129	18	7	0	1	43	0	0	31	181	0	0	0	0	0	0	23	48	0	6	0	0	0	0	0	0	51	0	99	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Sutterellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Sutterellaceae|Parasutterella	5	0	1	50	16	43	2	5	39	541	0	6	52	0	1328	13	16	0	14	7	7602	580	0	75	10171	2	3	807	74	87	22	42	86	1	79	0	68	415	1	0	0	0	0	0	0	18	2	22	10	0	0	107	1	0	2	18	0	1966
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Sutterellaceae|Sutterella	2	150	158	175	877	1402	4	168	404	0	0	3	73	34	0	28	451	0	37	44	1	0	1	84	0	31	30	0	247	0	473	420	0	0	616	29	2942	1	139	224	0	2	0	0	0	1452	651	4122	119	76	3	0	5	0	12	0	1518	0
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Sutterellaceae|unclassified-Sutterellaceae	0	0	0	0	0	0	0	110	1	0	2592	0	6	0	0	159	70	67	0	0	0	0	2407	3	0	0	0	0	237	546	0	0	43	0	0	70	2	0	0	368	0	0	0	1	0	0	38	0	1	0	0	0	0	105	4	47	0	0
Bacteria|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae	10	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	21	1	0	3	0	0	1	0	0	1	0	0	12	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|Neisseria	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	10	0	0	0	0	2	0	0	0	0	0	0	49	0	0	11	3	0	0	0	0	3	0	0	0	1	0
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae|Bilophila	0	5	0	8	0	8	1	2	1	10	4	0	67	4	10	0	227	37	6	16	11	0	6	21	0	377	29	0	12	26	10	0	14	0	0	5	16	10	4	5	0	6	7	0	0	2	48	0	0	0	64	20	8	0	0	0	0	0
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae|Desulfovibrio	3	0	0	0	0	0	0	0	19	24	0	0	0	3	0	0	336	2	0	1	1	0	0	58	0	0	0	0	0	1	0	0	0	0	0	7	59	0	0	11	0	0	0	0	0	0	301	0	0	0	0	0	0	0	0	0	0	34
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae|unclassified-Desulfovibrionaceae	0	0	0	9	0	0	0	2	0	14	92	8	9	0	0	44	11	24	39	55	100	66	38	189	767	92	37	15	42	26	8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	3	2	0	0
Bacteria|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter	77	0	6	1	2	3	0	0	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	130	0	5	68	0	0	3	0	0	0	28	3	7	1	25	0	3	4	0	37	0	0	0	3	1
Bacteria|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Helicobacteraceae	24	1	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	2	1	3	0	0	0	6	1	0	2	0	0	0	0	0	0	0	0	0	4	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0
Bacteria|Proteobacteria|Gammaproteobacteria	0	0	6	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	2	0
Bacteria|Proteobacteria|Gammaproteobacteria|Aeromonadales|Succinivibrionaceae|Succinivibrio	0	0	0	10	0	0	0	23340	0	1	0	1460	0	478	0	1	0	0	4	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	1	2	0	0	0	0	0	1	1	0	1	1
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacteriales|Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacteriales|Enterobacteriaceae|Kluyvera	0	0	28	0	0	5	3	0	4	0	0	0	6	9	0	0	0	1782	2	3	1	0	0	20	1161	0	2	0	1	0	0	14	0	82	0	10	0	0	0	37	2	2	0	0	12	0	5	2317	1	7	1225	0	0	2	6	1	0	0
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacteriales|Enterobacteriaceae|Shigella	136	555	2	9	9	64	0	3	156	8	6	35	38	98	0	22	7	18	24	5	34	0	7	10	4	0	3	0	11	81	0	523	23	0	103	9	903	8	0	161	1690	1	172	0	24	295	7843	3366	11	3	3612	567	51	2351	2	305	39	32
Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae	19	6	0	37	4	70	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	2	0	0	1	0	9	0	1	0	2	0	2	1	0	1	2	6	0	53	0	2	0	11	1	36	0	0	1	4	0	0	36	0	1	0	23	4
Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Aggregatibacter	2	64	1	341	0	223	3	2	0	0	29	0	0	0	14	0	0	0	0	1	0	1	0	0	0	4	0	0	1	0	0	11	0	0	0	0	0	0	0	2	0	0	0	0	0	5	4	0	0	0	0	0	16	0	0	0	0	0
Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus	1189	1347	10	2456	244	8236	1	87	80	2	539	5	173	1	39	0	27	0	36	6	0	20	0	10	43	0	634	20	75	13	181	28	52	54	17	70	336	265	2	2414	0	3	0	397	22	1087	9	17	150	290	5	0	6913	4	17	0	1361	128
Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Moraxellaceae|Acinetobacter	2	1	7	8	0	0	0	0	2	2	0	3	0	11	17	1	0	3	7	14	6	4	2	30	0	0	7	4	2	5	2	5	1	5	0	14	6	0	1	1	2	0	50	0	0	0	0	0	7	0	0	0	1	0	8	0	0	1
Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas	14	2	18	1	1	5	0	0	49	16	3	0	5	12	35	6	2	5	15	19	14	0	5	127	5	0	11	3	3	17	9	16	9	0	1	22	7	1	2	5	4	8	12	0	0	0	4	0	3	3	2	0	11	5	14	7	16	0
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Pseudoxanthomonas	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Stenotrophomonas	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Spirochaetes|Spirochaetia|Spirochaetales|Brachyspiraceae|Brachyspira	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Synergistetes|Synergistia|Synergistales|Synergistaceae|Cloacibacillus	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Synergistetes|Synergistia|Synergistales|Synergistaceae|Pyramidobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0
Bacteria|Unclassified|unclassified|unclassified|unclassified|unclassified-Bacteria	15	0	109	2	12	13	0	1258	4	0	1883	0	4	6	3	0	3	82	13	5	15	2	3	195	4	4	542	2	7	4	156	0	45	0	372	0	2	0	0	97	2	33	0	13	0	10	11	1	0	4	0	0	17	0	36	0	89	0
Bacteria|Verrucomicrobia|Verrucomicrobiae|Verrucomicrobiales|Verrucomicrobiaceae|Akkermansia	120	8	15	1094	0	9	13	0	4800	25441	3480	552	18	11800	1278	1	25	6616	1378	186	12891	36	62	2126	2084	561	2002	598	289	10034	1244	6	0	3	1938	7	19	13	3904	9	16	1	23	1	25482	702	15	3	143	2	13	57702	6	3926	8	1675	4	9123
