Leberstatus	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	hepatopathy	hepatopathy	hepatopathy	hepatopathy	hepatopathy	hepatopathy	hepatopathy	hepatopathy	hepatopathy	hepatopathy	hepatopathy	hepatopathy	hepatopathy	hepatopathy	hepatopathy	hepatopathy	hepatopathy	hepatopathy	hepatopathy	hepatopathy	hepatopathy	hepatopathy	hepatopathy	hepatopathy	hepatopathy	hepatopathy	hepatopathy	hepatopathy	hepatopathy	hepatopathy	hepatopathy	hepatopathy	hepatopathy	hepatopathy	hepatopathy	hepatopathy	hepatopathy	hepatopathy
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Paracoccus	0	1	0	4	1	0	0	18	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae	0	0	0	1	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Sphingomonas	32	132	303	917	546	276	148	2250	97	12	424	1668	410	227	169	302	553	62	67	200	144	6	317	80	58	351	14	132	201	107	535	106	68	1184	177	35	496	178	436	207	90	79	188	7	638	781	75	7	325	147	72	422	475	194	1362	569	183
Bacteria|Proteobacteria|Alphaproteobacteria|unclassified|unclassified|unclassified-Alphaproteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Betaproteobacteria	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Ralstonia	0	0	0	0	0	3	0	3	0	0	0	5	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Pelomonas	0	2	10	19	13	37	4	52	7	1	8	258	12	8	11	6	77	1	2	19	12	0	25	0	2	6	4	10	16	16	8	11	4	30	6	2	16	10	47	5	8	0	7	1	42	46	11	1	13	15	13	50	42	23	18	16	2
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Massilia	2	16	42	70	48	1	8	155	13	3	27	28	39	42	8	26	2	4	2	7	6	0	18	13	15	62	0	1	0	0	44	15	7	55	4	4	40	16	10	5	22	5	25	1	26	3	9	0	11	6	2	6	15	3	102	21	19
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Oxalobacter	31	181	0	0	0	0	0	0	23	48	0	6	0	0	0	0	0	0	51	0	0	1	0	7	1	0	0	0	0	13	129	18	0	43	0	0	0	99	0	0	1	0	1	0	0	0	0	0	0	2	6	0	0	0	0	0	0
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Sutterellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Sutterellaceae|Parasutterella	16	0	14	7	7602	580	0	75	10171	2	3	807	74	87	22	42	86	1	79	2	0	2	2	0	52	5	0	107	50	5	39	541	6	0	13	18	0	68	415	1	0	0	0	0	0	1	18	22	10	0	16	1	43	0	1328	0	1966
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Sutterellaceae|Sutterella	451	0	37	44	1	0	1	84	0	31	30	0	247	0	473	420	0	0	616	651	76	4	12	0	73	2	0	0	175	168	404	0	3	34	28	0	29	2942	1	139	224	0	2	0	150	158	1452	4122	119	3	877	5	1402	0	0	1518	0
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Sutterellaceae|unclassified-Sutterellaceae	70	67	0	0	0	0	2407	3	0	0	0	0	237	546	0	0	43	0	0	38	0	0	4	2592	6	0	0	0	0	110	1	0	0	0	159	47	70	2	0	0	368	0	0	1	0	0	0	0	1	0	0	0	0	105	0	0	0
Bacteria|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae	0	0	0	0	0	0	0	21	1	0	3	0	0	1	0	0	1	0	0	0	0	0	0	3	0	10	0	0	0	0	0	2	0	0	0	0	12	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|Neisseria	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	10	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	2	0	0	0	0	0	49	0	0	0	3	0	0	0	3	0	0	0	1	0
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae|Bilophila	227	37	6	16	11	0	6	21	0	377	29	0	12	26	10	0	14	0	0	48	0	1	0	4	67	0	0	20	8	2	1	10	0	4	0	0	5	16	10	4	5	0	6	0	5	0	2	0	0	64	0	8	8	0	10	0	0
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae|Desulfovibrio	336	2	0	1	1	0	0	58	0	0	0	0	0	1	0	0	0	0	0	301	0	0	0	0	0	3	0	0	0	0	19	24	0	3	0	0	7	59	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae|unclassified-Desulfovibrionaceae	11	24	39	55	100	66	38	189	767	92	37	15	42	26	8	0	0	0	0	0	0	0	3	92	9	0	0	0	9	2	0	14	8	0	44	2	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	130	0	1	3	0	0	0	0	77	3	0	1	0	5	0	0	0	0	0	5	68	0	0	3	0	0	28	0	6	7	25	0	4	2	37	3	0	0	3	1
Bacteria|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Helicobacteraceae	0	2	1	3	0	0	0	6	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	24	0	1	0	0	0	1	0	2	0	0	0	4	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0
Bacteria|Proteobacteria|Gammaproteobacteria	0	0	0	0	0	0	0	4	0	0	1	3	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	2	1	0	2	0
Bacteria|Proteobacteria|Gammaproteobacteria|Aeromonadales|Succinivibrionaceae|Succinivibrio	0	0	4	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	10	23340	0	1	1460	478	1	0	0	0	0	0	3	0	2	0	0	0	0	2	0	0	0	0	0	1	0	1	1
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacteriales|Enterobacteriaceae	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacteriales|Enterobacteriaceae|Kluyvera	0	1782	2	3	1	0	0	20	1161	0	2	0	1	0	0	14	0	82	0	5	7	3	6	0	6	0	12	0	0	0	4	0	0	9	0	1	10	0	0	0	37	2	2	0	0	28	0	2317	1	1225	0	0	5	2	0	0	0
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacteriales|Enterobacteriaceae|Shigella	7	18	24	5	34	0	7	10	4	0	3	0	11	81	0	523	23	0	103	7843	3	0	2	6	38	136	24	567	9	3	156	8	35	98	22	305	9	903	8	0	161	1690	1	0	555	2	295	3366	11	3612	9	51	64	2351	0	39	32
Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae	0	0	0	0	0	2	0	0	1	0	9	0	1	0	2	0	2	1	0	0	4	0	1	6	2	19	1	0	37	0	0	0	0	0	0	0	1	2	6	0	53	0	2	11	6	0	36	0	1	0	4	36	70	0	0	23	4
Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Aggregatibacter	0	0	0	1	0	1	0	0	0	4	0	0	1	0	0	11	0	0	0	4	0	3	0	29	0	2	0	0	341	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	64	1	5	0	0	0	0	16	223	0	14	0	0
Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus	27	0	36	6	0	20	0	10	43	0	634	20	75	13	181	28	52	54	17	9	290	1	17	539	173	1189	22	0	2456	87	80	2	5	1	0	0	70	336	265	2	2414	0	3	397	1347	10	1087	17	150	5	244	6913	8236	4	39	1361	128
Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Moraxellaceae|Acinetobacter	0	3	7	14	6	4	2	30	0	0	7	4	2	5	2	5	1	5	0	0	0	0	8	0	0	2	0	0	8	0	2	2	3	11	1	0	14	6	0	1	1	2	0	0	1	7	0	0	7	0	0	1	0	0	17	0	1
Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas	2	5	15	19	14	0	5	127	5	0	11	3	3	17	9	16	9	0	1	4	3	0	14	3	5	14	0	0	1	0	49	16	0	12	6	7	22	7	1	2	5	4	8	0	2	18	0	0	3	2	1	11	5	5	35	16	0
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Pseudoxanthomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Stenotrophomonas	0	0	1	0	0	0	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria|Spirochaetes|Spirochaetia|Spirochaetales|Brachyspiraceae|Brachyspira	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Synergistetes|Synergistia|Synergistales|Synergistaceae|Cloacibacillus	0	0	7	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Synergistetes|Synergistia|Synergistales|Synergistaceae|Pyramidobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Unclassified|unclassified|unclassified|unclassified|unclassified-Bacteria	3	82	13	5	15	2	3	195	4	4	542	2	7	4	156	0	45	0	372	11	4	0	36	1883	4	15	0	0	2	1258	4	0	0	6	0	0	0	2	0	0	97	2	33	13	0	109	10	1	0	0	12	17	13	0	3	89	0
Bacteria|Verrucomicrobia|Verrucomicrobiae|Verrucomicrobiales|Verrucomicrobiaceae|Akkermansia	25	6616	1378	186	12891	36	62	2126	2084	561	2002	598	289	10034	1244	6	0	3	1938	15	2	13	8	3480	18	120	25482	57702	1094	0	4800	25441	552	11800	1	1675	7	19	13	3904	9	16	1	1	8	15	702	3	143	13	0	6	9	3926	1278	4	9123
